query,dish_name
vegetable jalfrezi main course,vegetable jalfrezi
punjab vegetable jalfrezi,vegetable jalfrezi
baby corn vegetable jalfrezi,vegetable jalfrezi
spicy vegetable jalfrezi,vegetable jalfrezi
spicy tandoori chicken,tandoori chicken
greek yogurt tandoori chicken,tandoori chicken
tandoori chicken main course,tandoori chicken
tandoori chicken,tandoori chicken
punjab tandoori chicken,tandoori chicken
teekha tandoori chicken,tandoori chicken
teekha tandoori fish tikka,tandoori fish tikka
chickpea flour tandoori fish tikka,tandoori fish tikka
tandoori fish tikka starter,tandoori fish tikka
spicy tandoori fish tikka,tandoori fish tikka
tandoori fish tikka,tandoori fish tikka
punjab tandoori fish tikka,tandoori fish tikka
whole wheat flour attu,attu
spicy attu,attu
andhra pradesh attu,attu
attu,attu
teekha attu,attu
attu snack,attu
avial,avial
teekha avial,avial
avial main course,avial
spicy avial,avial
kerala avial,avial
raw banana avial,avial
karnataka bisi bele bath,bisi bele bath
spicy bisi bele bath,bisi bele bath
teekha bisi bele bath,bisi bele bath
bisi bele bath main course,bisi bele bath
bisi bele bath,bisi bele bath
split pigeon peas bisi bele bath,bisi bele bath
teekha currivepillai sadam,currivepillai sadam
spicy currivepillai sadam,currivepillai sadam
chana dal currivepillai sadam,currivepillai sadam
currivepillai sadam,currivepillai sadam
currivepillai sadam main course,currivepillai sadam
tamil nadu currivepillai sadam,currivepillai sadam
chana dal dosa,dosa
teekha dosa,dosa
spicy dosa,dosa
dosa,dosa
dosa snack,dosa
idiappam snack,idiappam
idiappam,idiappam
tamil nadu idiappam,idiappam
teekha idiappam,idiappam
spicy idiappam,idiappam
rice flour idiappam,idiappam
idli,idli
split urad dal idli,idli
teekha idli,idli
spicy idli,idli
idli snack,idli
kanji snack,kanji
carrot kanji,kanji
kanji,kanji
kerala kanji,kanji
kaara kozhambu,kaara kozhambu
teekha kaara kozhambu,kaara kozhambu
sesame oil kaara kozhambu,kaara kozhambu
spicy kaara kozhambu,kaara kozhambu
tamil nadu kaara kozhambu,kaara kozhambu
kaara kozhambu main course,kaara kozhambu
keerai kootu,keerai kootu
keerai kootu main course,keerai kootu
teekha keerai kootu,keerai kootu
tamil nadu keerai kootu,keerai kootu
spicy keerai kootu,keerai kootu
moong dal keerai kootu,keerai kootu
teekha keerai masiyal,keerai masiyal
spicy keerai masiyal,keerai masiyal
urad dal keerai masiyal,keerai masiyal
tamil nadu keerai masiyal,keerai masiyal
keerai masiyal,keerai masiyal
keerai masiyal main course,keerai masiyal
tamil nadu keerai sadam,keerai sadam
keerai sadam,keerai sadam
spicy keerai sadam,keerai sadam
greens keerai sadam,keerai sadam
teekha keerai sadam,keerai sadam
keerai sadam main course,keerai sadam
amaranth leaves keerai poriyal,keerai poriyal
tamil nadu keerai poriyal,keerai poriyal
keerai poriyal main course,keerai poriyal
spicy keerai poriyal,keerai poriyal
teekha keerai poriyal,keerai poriyal
keerai poriyal,keerai poriyal
teekha beef fry,beef fry
beef fry main course,beef fry
beef beef fry,beef fry
beef fry,beef fry
kerala beef fry,beef fry
spicy beef fry,beef fry
kootu,kootu
spicy kootu,kootu
kootu main course,kootu
chana dal kootu,kootu
tamil nadu kootu,kootu
teekha kootu,kootu
spicy kos kootu,kos kootu
kos kootu main course,kos kootu
moong dal kos kootu,kos kootu
kos kootu,kos kootu
teekha kos kootu,kos kootu
tamil nadu kos kootu,kos kootu
spicy koshambri,koshambri
koshambri,koshambri
karnataka koshambri,koshambri
koshambri main course,koshambri
moong dal koshambri,koshambri
teekha koshambri,koshambri
kothamali sadam main course,kothamali sadam
kothamali sadam,kothamali sadam
chana dal kothamali sadam,kothamali sadam
spicy kothamali sadam,kothamali sadam
tamil nadu kothamali sadam,kothamali sadam
teekha kothamali sadam,kothamali sadam
teekha kuzhakkattai,kuzhakkattai
tamil nadu kuzhakkattai,kuzhakkattai
kuzhakkattai,kuzhakkattai
spicy kuzhakkattai,kuzhakkattai
sesame oil kuzhakkattai,kuzhakkattai
kuzhakkattai main course,kuzhakkattai
kuzhambu,kuzhambu
tamil nadu kuzhambu,kuzhambu
pearl onions kuzhambu,kuzhambu
kuzhambu main course,kuzhambu
spicy kuzhambu,kuzhambu
teekha kuzhambu,kuzhambu
masala dosa,masala dosa
spicy masala dosa,masala dosa
chana dal masala dosa,masala dosa
masala dosa snack,masala dosa
teekha masala dosa,masala dosa
coconut oil pachadi,pachadi
pachadi main course,pachadi
pachadi,pachadi
yogurt paniyaram,paniyaram
paniyaram,paniyaram
paniyaram main course,paniyaram
tamil nadu paniyaram,paniyaram
spicy papadum,papadum
papadum,papadum
papadum snack,papadum
teekha papadum,papadum
lentils papadum,papadum
kerala papadum,papadum
spicy paravannam,paravannam
paravannam,paravannam
kerala paravannam,paravannam
raw rice paravannam,paravannam
paravannam main course,paravannam
teekha paravannam,paravannam
sweet payasam,payasam
payasam,payasam
rice payasam,payasam
meetha payasam,payasam
payasam dessert,payasam
arhar dal paruppu sadam,paruppu sadam
paruppu sadam,paruppu sadam
paruppu sadam main course,paruppu sadam
tamil nadu paruppu sadam,paruppu sadam
andhra pradesh pesarattu,pesarattu
pesarattu snack,pesarattu
spicy pesarattu,pesarattu
teekha pesarattu,pesarattu
green moong beans pesarattu,pesarattu
pesarattu,pesarattu
tamil nadu poriyal,poriyal
teekha poriyal,poriyal
poriyal,poriyal
chana dal poriyal,poriyal
poriyal main course,poriyal
spicy poriyal,poriyal
tamil nadu puli sadam,puli sadam
urad dal puli sadam,puli sadam
puli sadam main course,puli sadam
puli sadam,puli sadam
tomato rasam,rasam
spicy rasam,rasam
rasam,rasam
rasam main course,rasam
teekha rasam,rasam
puttu main course,puttu
brown rice flour puttu,puttu
kerala puttu,puttu
puttu,puttu
sambar main course,sambar
spicy sambar,sambar
sambar,sambar
pigeon peas sambar,sambar
teekha sambar,sambar
sandige,sandige
sandige main course,sandige
karnataka sandige,sandige
thin rice flakes sandige,sandige
sevai sevai,sevai
sevai main course,sevai
sevai,sevai
tamil nadu thayir sadam,thayir sadam
thayir sadam,thayir sadam
urad dal thayir sadam,thayir sadam
thayir sadam main course,thayir sadam
coconut theeyal,theeyal
theeyal main course,theeyal
theeyal,theeyal
kerala theeyal,theeyal
chana dal uttapam,uttapam
teekha uttapam,uttapam
uttapam snack,uttapam
uttapam,uttapam
spicy uttapam,uttapam
teekha vada,vada
spicy vada,vada
vada,vada
urad dal vada,vada
vada snack,vada
chicken varuval main course,chicken varuval
spicy chicken varuval,chicken varuval
meat curry powder chicken varuval,chicken varuval
chicken varuval,chicken varuval
teekha chicken varuval,chicken varuval
tamil nadu chicken varuval,chicken varuval
teekha upma,upma
upma,upma
chana dal upma,upma
spicy upma,upma
upma snack,upma
maharashtra amti,amti
kala masala amti,amti
amti,amti
spicy amti,amti
teekha amti,amti
amti main course,amti
zunka main course,zunka
gram flour zunka,zunka
spicy zunka,zunka
teekha zunka,zunka
zunka,zunka
maharashtra zunka,zunka
kolim jawla,kolim jawla
kolim jawla main course,kolim jawla
spicy kolim jawla,kolim jawla
maharashtra kolim jawla,kolim jawla
teekha kolim jawla,kolim jawla
baingan kolim jawla,kolim jawla
saath,saath
saath main course,saath
spicy saath,saath
urad dal saath,saath
gujarat saath,saath
teekha saath,saath
teekha bajri no rotlo,bajri no rotlo
gujarat bajri no rotlo,bajri no rotlo
spicy bajri no rotlo,bajri no rotlo
bajri no rotlo main course,bajri no rotlo
bajri no rotlo,bajri no rotlo
wheat flour bajri no rotlo,bajri no rotlo
maharashtra coconut vadi,coconut vadi
coconut vadi dessert,coconut vadi
meetha coconut vadi,coconut vadi
coconut vadi,coconut vadi
sweet coconut vadi,coconut vadi
condensed milk coconut vadi,coconut vadi
bhakri main course,bhakri
jowar flour bhakri,bhakri
bhakri,bhakri
maharashtra bhakri,bhakri
bombil fry main course,bombil fry
teekha bombil fry,bombil fry
bombil fry,bombil fry
bombay duck bombil fry,bombil fry
spicy bombil fry,bombil fry
maharashtra bombil fry,bombil fry
chakali,chakali
chakali snack,chakali
teekha chakali,chakali
maharashtra chakali,chakali
rice flour chakali,chakali
spicy chakali,chakali
chevdo snack,chevdo
teekha chevdo,chevdo
citric acid chevdo,chevdo
spicy chevdo,chevdo
gujarat chevdo,chevdo
chevdo,chevdo
chorafali snack,chorafali
urad dal chorafali,chorafali
spicy chorafali,chorafali
chorafali,chorafali
teekha chorafali,chorafali
gujarat chorafali,chorafali
copra paak main course,copra paak
gujarat copra paak,copra paak
copra paak,copra paak
condensed milk copra paak,copra paak
whole wheat flour daal dhokli,daal dhokli
spicy daal dhokli,daal dhokli
teekha daal dhokli,daal dhokli
daal dhokli main course,daal dhokli
gujarat daal dhokli,daal dhokli
daal dhokli,daal dhokli
kutchi dabeli,kutchi dabeli
spicy kutchi dabeli,kutchi dabeli
pav kutchi dabeli,kutchi dabeli
teekha kutchi dabeli,kutchi dabeli
gujarat kutchi dabeli,kutchi dabeli
kutchi dabeli snack,kutchi dabeli
dahi vada,dahi vada
urad dal dahi vada,dahi vada
dahi vada snack,dahi vada
maharashtra dahi vada,dahi vada
dalithoy main course,dalithoy
dalithoy,dalithoy
arhar dal dalithoy,dalithoy
maharashtra dalithoy,dalithoy
teekha dhokla,dhokla
rava dhokla,dhokla
spicy dhokla,dhokla
gujarat dhokla,dhokla
dhokla snack,dhokla
dhokla,dhokla
dudhi halwa dessert,dudhi halwa
gujarat dudhi halwa,dudhi halwa
dudhi halwa,dudhi halwa
bottle gourd dudhi halwa,dudhi halwa
meetha dudhi halwa,dudhi halwa
sweet dudhi halwa,dudhi halwa
spicy gatta curry,gatta curry
rajasthan gatta curry,gatta curry
teekha gatta curry,gatta curry
yogurt gatta curry,gatta curry
gatta curry main course,gatta curry
gatta curry,gatta curry
meetha gud papdi,gud papdi
gud papdi,gud papdi
wheat flour gud papdi,gud papdi
gud papdi dessert,gud papdi
gujarat gud papdi,gud papdi
sweet gud papdi,gud papdi
ghooghra snack,ghooghra
spicy ghooghra,ghooghra
ghooghra,ghooghra
teekha ghooghra,ghooghra
gujarat ghooghra,ghooghra
dry fruits ghooghra,ghooghra
gujarat handwo,handwo
handwo snack,handwo
spicy handwo,handwo
teekha handwo,handwo
bottle gourd handwo,handwo
handwo,handwo
meetha halvasan,halvasan
halvasan dessert,halvasan
whole wheat rava halvasan,halvasan
sweet halvasan,halvasan
gujarat halvasan,halvasan
halvasan,halvasan
jeera aloo,jeera aloo
green chilies jeera aloo,jeera aloo
gujarat jeera aloo,jeera aloo
teekha jeera aloo,jeera aloo
spicy jeera aloo,jeera aloo
jeera aloo main course,jeera aloo
wheat flour kansar,kansar
kansar main course,kansar
gujarat kansar,kansar
kansar,kansar
keri no ras,keri no ras
gujarat keri no ras,keri no ras
keri no ras main course,keri no ras
sour keri no ras,keri no ras
mango keri no ras,keri no ras
khakhra snack,khakhra
whole wheat flour khakhra,khakhra
spicy khakhra,khakhra
gujarat khakhra,khakhra
teekha khakhra,khakhra
khakhra,khakhra
green chili paste khandvi,khandvi
khandvi,khandvi
gujarat khandvi,khandvi
teekha khandvi,khandvi
spicy khandvi,khandvi
khandvi snack,khandvi
kombdi vade snack,kombdi vade
maharashtra kombdi vade,kombdi vade
kombdi vade,kombdi vade
rice flour kombdi vade,kombdi vade
spicy kombdi vade,kombdi vade
teekha kombdi vade,kombdi vade
teekha laapsi,laapsi
laapsi,laapsi
spicy laapsi,laapsi
cinnamon laapsi,laapsi
laapsi main course,laapsi
madhya pradesh laapsi,laapsi
cucumber koshimbir,koshimbir
koshimbir main course,koshimbir
teekha koshimbir,koshimbir
koshimbir,koshimbir
maharashtra koshimbir,koshimbir
spicy koshimbir,koshimbir
methi na gota main course,methi na gota
rava methi na gota,methi na gota
bitter methi na gota,methi na gota
methi na gota,methi na gota
gujarat methi na gota,methi na gota
meetha mohanthal,mohanthal
sweet mohanthal,mohanthal
mohanthal dessert,mohanthal
gujarat mohanthal,mohanthal
mohanthal,mohanthal
rose water mohanthal,mohanthal
gujarat muthiya,muthiya
muthiya,muthiya
muthiya snack,muthiya
bottle gourd muthiya,muthiya
bitter muthiya,muthiya
spicy patra,patra
patra snack,patra
patra,patra
arbi ke patte patra,patra
teekha patra,patra
gujarat patra,patra
pav bhaji,pav bhaji
spicy pav bhaji,pav bhaji
pav bhaji masala pav bhaji,pav bhaji
pav bhaji main course,pav bhaji
maharashtra pav bhaji,pav bhaji
teekha pav bhaji,pav bhaji
puri bhaji,puri bhaji
spicy puri bhaji,puri bhaji
maharashtra puri bhaji,puri bhaji
aloo puri bhaji,puri bhaji
puri bhaji main course,puri bhaji
teekha puri bhaji,puri bhaji
teekha sabudana khichadi,sabudana khichadi
sabudana khichadi,sabudana khichadi
maharashtra sabudana khichadi,sabudana khichadi
sabudana khichadi snack,sabudana khichadi
raw peanuts sabudana khichadi,sabudana khichadi
spicy sabudana khichadi,sabudana khichadi
gujarat sev khamani,sev khamani
khaman sev khamani,sev khamani
sev khamani,sev khamani
spicy sev khamani,sev khamani
teekha sev khamani,sev khamani
sev khamani main course,sev khamani
spicy sev tameta,sev tameta
sev sev tameta,sev tameta
sev tameta,sev tameta
teekha sev tameta,sev tameta
gujarat sev tameta,sev tameta
sev tameta main course,sev tameta
gujarat namakpara,namakpara
namakpara snack,namakpara
teekha namakpara,namakpara
wheat flour namakpara,namakpara
namakpara,namakpara
spicy namakpara,namakpara
sukhdi,sukhdi
whole wheat flour sukhdi,sukhdi
sweet sukhdi,sukhdi
meetha sukhdi,sukhdi
sukhdi dessert,sukhdi
maharashtra sukhdi,sukhdi
spicy surnoli,surnoli
surnoli,surnoli
surnoli snack,surnoli
teekha surnoli,surnoli
rice flakes surnoli,surnoli
maharashtra surnoli,surnoli
whole wheat flour thalipeeth,thalipeeth
thalipeeth,thalipeeth
maharashtra thalipeeth,thalipeeth
teekha thalipeeth,thalipeeth
thalipeeth main course,thalipeeth
spicy thalipeeth,thalipeeth
undhiyu,undhiyu
gujarat undhiyu,undhiyu
sweet potato undhiyu,undhiyu
undhiyu main course,undhiyu
teekha undhiyu,undhiyu
spicy undhiyu,undhiyu
spicy veg kolhapuri,veg kolhapuri
maharashtra veg kolhapuri,veg kolhapuri
teekha veg kolhapuri,veg kolhapuri
veg kolhapuri main course,veg kolhapuri
veg kolhapuri,veg kolhapuri
gobi veg kolhapuri,veg kolhapuri
goa vindaloo,vindaloo
vindaloo main course,vindaloo
teekha vindaloo,vindaloo
vindaloo,vindaloo
spicy vindaloo,vindaloo
chicken vindaloo,vindaloo
spicy lilva kachori,lilva kachori
lilva kachori snack,lilva kachori
lilva kachori,lilva kachori
teekha lilva kachori,lilva kachori
green garlic chutney lilva kachori,lilva kachori
gujarat lilva kachori,lilva kachori
spicy mag dhokli,mag dhokli
teekha mag dhokli,mag dhokli
mag dhokli,mag dhokli
mag dhokli snack,mag dhokli
gujarat mag dhokli,mag dhokli
moong beans mag dhokli,mag dhokli
khichu snack,khichu
khichu,khichu
rice flour khichu,khichu
teekha khichu,khichu
gujarat khichu,khichu
spicy khichu,khichu
thepla snack,thepla
chickpea flour thepla,thepla
gujarat thepla,thepla
spicy thepla,thepla
teekha thepla,thepla
thepla,thepla
semolina farsi puri,farsi puri
farsi puri snack,farsi puri
farsi puri,farsi puri
gujarat farsi puri,farsi puri
khaman snack,khaman
khaman,khaman
teekha khaman,khaman
yogurt khaman,khaman
spicy khaman,khaman
gujarat khaman,khaman
gujarat turiya patra vatana sabji,turiya patra vatana sabji
ridge gourd turiya patra vatana sabji,turiya patra vatana sabji
turiya patra vatana sabji,turiya patra vatana sabji
teekha turiya patra vatana sabji,turiya patra vatana sabji
spicy turiya patra vatana sabji,turiya patra vatana sabji
turiya patra vatana sabji main course,turiya patra vatana sabji
whole wheat flour churma ladoo,churma ladoo
churma ladoo,churma ladoo
meetha churma ladoo,churma ladoo
churma ladoo dessert,churma ladoo
rajasthan churma ladoo,churma ladoo
sweet churma ladoo,churma ladoo
sweet cheera doi,cheera doi
cheera doi dessert,cheera doi
west bengal cheera doi,cheera doi
cheera doi,cheera doi
meetha cheera doi,cheera doi
rice cheera doi,cheera doi
gheela pitha dessert,gheela pitha
assam gheela pitha,gheela pitha
sticky rice gheela pitha,gheela pitha
gheela pitha,gheela pitha
meetha gheela pitha,gheela pitha
sweet gheela pitha,gheela pitha
assam khar,khar
khar,khar
khar main course,khar
raw papaya khar,khar
teekha kumol sawul,kumol sawul
rice kumol sawul,kumol sawul
kumol sawul,kumol sawul
assam kumol sawul,kumol sawul
kumol sawul main course,kumol sawul
spicy kumol sawul,kumol sawul
west bengal luchi,luchi
luchi,luchi
luchi main course,luchi
maida luchi,luchi
teekha alu pitika,alu pitika
alu pitika,alu pitika
assam alu pitika,alu pitika
alu pitika main course,alu pitika
spicy alu pitika,alu pitika
potatoes alu pitika,alu pitika
teekha masor tenga,masor tenga
masor tenga,masor tenga
assam masor tenga,masor tenga
ridge gourd masor tenga,masor tenga
spicy masor tenga,masor tenga
masor tenga main course,masor tenga
bengena pitika main course,bengena pitika
bengena pitika,bengena pitika
brinjal bengena pitika,bengena pitika
assam bengena pitika,bengena pitika
assam bilahi maas,bilahi maas
bilahi maas main course,bilahi maas
bilahi maas,bilahi maas
potatoes bilahi maas,bilahi maas
forbidden black rice black rice,black rice
black rice,black rice
black rice main course,black rice
manipur black rice,black rice
assam bora sawul,bora sawul
spicy bora sawul,bora sawul
bora sawul main course,bora sawul
teekha bora sawul,bora sawul
biryani masala bora sawul,bora sawul
bora sawul,bora sawul
brown rice,brown rice
brown rice main course,brown rice
brown rice brown rice,brown rice
spicy chingri malai curry,chingri malai curry
coconut milk chingri malai curry,chingri malai curry
teekha chingri malai curry,chingri malai curry
chingri malai curry main course,chingri malai curry
west bengal chingri malai curry,chingri malai curry
chingri malai curry,chingri malai curry
sweet goja,goja
meetha goja,goja
west bengal goja,goja
baking soda goja,goja
goja dessert,goja
goja,goja
assam hando guri,hando guri
meetha hando guri,hando guri
hando guri dessert,hando guri
sweet hando guri,hando guri
hando guri,hando guri
jaggery hando guri,hando guri
haq maas main course,haq maas
assam haq maas,haq maas
spicy haq maas,haq maas
haq maas,haq maas
lamb haq maas,haq maas
teekha haq maas,haq maas
chingri bhape,chingri bhape
coconut chingri bhape,chingri bhape
west bengal chingri bhape,chingri bhape
chingri bhape main course,chingri bhape
west bengal kabiraji,kabiraji
spicy kabiraji,kabiraji
teekha kabiraji,kabiraji
kabiraji,kabiraji
fish fillet kabiraji,kabiraji
kabiraji main course,kabiraji
teekha khorisa,khorisa
khorisa,khorisa
khorisa main course,khorisa
fermented bamboo shoot khorisa,khorisa
spicy khorisa,khorisa
assam khorisa,khorisa
assam koldil chicken,koldil chicken
koldil chicken,koldil chicken
koldil chicken main course,koldil chicken
banana flower koldil chicken,koldil chicken
teekha koldil chicken,koldil chicken
spicy koldil chicken,koldil chicken
konir dom main course,konir dom
spicy konir dom,konir dom
konir dom,konir dom
assam konir dom,konir dom
teekha konir dom,konir dom
aloo konir dom,konir dom
assam koldil duck,koldil duck
koldil duck,koldil duck
rice flour koldil duck,koldil duck
spicy koldil duck,koldil duck
koldil duck main course,koldil duck
teekha koldil duck,koldil duck
masor koni,masor koni
teekha masor koni,masor koni
spicy masor koni,masor koni
masor koni main course,masor koni
assam masor koni,masor koni
fish roe masor koni,masor koni
mishti chholar dal,mishti chholar dal
meetha mishti chholar dal,mishti chholar dal
mishti chholar dal main course,mishti chholar dal
chana dal mishti chholar dal,mishti chholar dal
west bengal mishti chholar dal,mishti chholar dal
sweet mishti chholar dal,mishti chholar dal
pakhala,pakhala
odisha pakhala,pakhala
curd pakhala,pakhala
pakhala main course,pakhala
assam pani pitha,pani pitha
tea leaves pani pitha,pani pitha
pani pitha main course,pani pitha
pani pitha,pani pitha
meetha payokh,payokh
assam payokh,payokh
payokh dessert,payokh
payokh,payokh
basmati rice payokh,payokh
sweet payokh,payokh
teekha prawn malai curry,prawn malai curry
coconut milk prawn malai curry,prawn malai curry
spicy prawn malai curry,prawn malai curry
prawn malai curry main course,prawn malai curry
west bengal prawn malai curry,prawn malai curry
prawn malai curry,prawn malai curry
red rice main course,red rice
red pepper red rice,red rice
red rice,red rice
spicy shukto,shukto
teekha shukto,shukto
west bengal shukto,shukto
green beans shukto,shukto
shukto main course,shukto
shukto,shukto
til pitha,til pitha
meetha til pitha,til pitha
glutinous rice til pitha,til pitha
sweet til pitha,til pitha
til pitha dessert,til pitha
assam til pitha,til pitha
bebinca dessert,bebinca
sweet bebinca,bebinca
coconut milk bebinca,bebinca
meetha bebinca,bebinca
goa bebinca,bebinca
bebinca,bebinca
jammu kashmir shufta,shufta
shufta dessert,shufta
meetha shufta,shufta
shufta,shufta
sweet shufta,shufta
cottage cheese shufta,shufta
mawa bati dessert,mawa bati
meetha mawa bati,mawa bati
madhya pradesh mawa bati,mawa bati
mawa bati,mawa bati
sweet mawa bati,mawa bati
milk powder mawa bati,mawa bati
sweet pinaca,pinaca
goa pinaca,pinaca
brown rice pinaca,pinaca
meetha pinaca,pinaca
pinaca dessert,pinaca
pinaca,pinaca
